Tx,Px,Hx,D,Ty,Py,Hy
30.0,1200.0,65,1.5811388300841898,21.876323299948844,1024.904585417706,44.162986667455016
30.0,1200.0,65,1.6763054614240211,21.624372633125326,1022.2525341587061,43.19399497505945
30.0,1200.0,65,1.7720045146669352,21.397640026048492,1020.1164830440476,42.2619293088827
30.0,1200.0,65,1.8681541692269406,21.19519131211265,1018.4212366104284,41.36865701750284
30.0,1200.0,65,1.9646882704388502,21.015802851260727,1017.0953040127071,40.515541309718664
30.0,1200.0,65,2.0615528128088303,20.858037879700262,1016.0731044835159,39.70350235800818
30.0,1200.0,65,2.1587033144922905,20.720314267765676,1015.2962839269683,38.93306780994075
30.0,1200.0,65,2.2561028345356955,20.60096399676531,1014.7142986158964,38.20441603990817
30.0,1200.0,65,2.353720459187964,20.498284501510856,1014.2844279905727,37.51741436638079
30.0,1200.0,65,2.451530134426253,20.41058201908184,1013.9713730933165,36.87165370735135
30.0,1200.0,65,2.5495097567963922,20.336207167463645,1013.746582332469,36.26648063175591
30.0,1200.0,65,2.6476404589747453,20.273583102286587,1013.5874250555157,35.7010274111399
30.0,1200.0,65,2.7459060435491964,20.221226733333314,1013.4763089932667,35.17424043335652
30.0,1200.0,65,2.844292530665579,20.177763603262516,1013.3998128414654,34.68490717506919
30.0,1200.0,65,2.9427877939124327,20.141937126027305,1013.3478822638027,34.23168181954585
30.0,1200.0,65,3.0413812651491097,20.11261294506521,1013.3131178754624,33.81310953503632
30.0,1200.0,65,3.1400636936215167,20.088779199644318,1013.2901680254256,33.427649385956684
30.0,1200.0,65,3.23882694814033,20.06954348341775,1013.2752275653027,33.07369582634491
30.0,1200.0,65,3.3376638536557275,20.054127246312703,1013.2656359610959,32.7495987169037
30.0,1200.0,65,3.4365680554879168,20.04185833485821,1013.2595634913548,32.45368180918521
30.0,1200.0,65,3.5355339059327378,20.032162293101273,1013.2557721798855,32.1842596499047
30.0,1200.0,65,3.6345563690772495,20.024552962578177,1013.2534378281429,31.939652872550596
30.0,1200.0,65,3.733630940518894,20.01862283116921,1013.2520204092287,31.718201860490943
30.0,1200.0,65,3.83275357934736,20.014033492087446,1013.2511716445312,31.518278784185636
30.0,1200.0,65,3.9319206502675,20.010506489804975,1013.2506704165006,31.338298033752622
30.0,1200.0,65,4.031128874149275,20.007814752448844,1013.2503785098899,31.176725086122758
30.0,1200.0,65,4.130375285612677,20.005774742141735,1013.2502108556903,31.03208386268696
30.0,1200.0,65,4.2296571965113205,20.004239397034205,1013.2501158940746,30.902962648208025
30.0,1200.0,65,4.328972164382672,20.00309189170068,1013.2500628488872,30.788018654510047
30.0,1200.0,65,4.428317965096906,20.00224020583936,1013.2500336269449,30.685981322872067
30.0,1200.0,65,4.527692569068709,20.001612464045735,1013.2500177510497,30.595654467052604
30.0,1200.0,65,4.627094120503711,20.001152990725,1013.2500092448771,30.515917364462315
30.0,1200.0,65,4.72652091923859,20.00081901270151,1013.2500047502089,30.445724906264477
30.0,1200.0,65,4.825971404805462,20.00057793644836,1013.2500024079807,30.38410691825839
30.0,1200.0,65,4.925444142409901,20.000405125807276,1013.2500012042497,30.330166763476928
30.0,1200.0,65,5.024937810560445,20.00028210841002,1013.2500005941528,30.283079334728654
